"ID","Language","AtLeastOneOpenResponse","COVIDStatus5","COVIDStatus4","COVIDStatus3","COVIDStatus2","COVIDStatus1","COVIDStatus0","Isolation","DP2","DP1","DP5","DP4","DP3","Erg2","Erg6","Erg4","Erg5","Erg3","Erg1","WHO5B3","WHO5B4","WHO5B5","WHO5B2","WHO5B1","WHO5S2","WHO5S3","WHO5S5","WHO5S1","WHO5S4","HPQB1","HPQB7","HPQB3","HPQB6","HPQB5","HPQB4","HPQB2","HPQB8","HPQS1","HPQS4","HPQS6","HPQS3","HPQS5","HPQS2","HPQS7","HPQS8","PerformanceOthers","PerB1item","PerS1item","RolesIncludeDeveloper","YearsOfExperience","YearsOfWorkFromHomeExperience","Fulltime","Age","Gender","Country","Education","OrganizationSize","Disabilities","COVIDStatus","AdultCohabitants","ChildCohabitants","FearResilience"
562,"English",0,0,0,0,0,0,1,3,1,5,5,5,1,6,4,6,6,6,5,5,4,5,5,5,5,5,5,5,5,3,1,2,2,2,2,2,4,2,2,2,2,2,2,2,4,8,8,8,1,7,NA,1,3,"Male","Germany",3,4,0,0,1,0,-4.1
563,"English",1,0,0,0,0,0,1,3,NA,4,4,4,1,5,5,5,5,5,4,5,4,5,5,5,4,3,5,3,5,3,1,2,2,2,2,3,5,3,2,2,2,4,2,3,5,8,8,7,1,13,0,1,6,"Male","Germany",3,2,0,0,1,1,-2.9
564,"English",1,0,0,0,0,0,1,3,1,5,5,5,1,6,3,4,4,6,6,2,1,5,3,3,2,4,3,2,1,5,1,2,2,1,2,1,7,5,2,2,3,1,1,1,7,7,9,10,1,11,1,1,4,"Male","Germany",3,1,0,0,1,0,-1.1
565,"English",1,0,0,0,0,0,1,3,3,5,4,5,3,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,4,2,2,2,2,2,1,6,4,2,2,2,2,1,3,6,7,9,8,1,20,15,1,7,"Male","Germany",3,5,0,0,1,2,-2.4
566,"English",1,0,0,0,0,0,1,3,1,3,4,5,2,6,4,5,4,5,5,3,4,4,4,5,3,3,4,4,3,4,2,2,2,1,3,2,5,4,2,2,1,2,2,2,6,8,8,8,0,11,5,1,4,"Male","Germany",2,3,0,0,1,0,-1.8
567,"English",1,0,0,0,0,0,1,2,1,4,4,4,NA,6,3,4,4,5,4,4,3,4,4,5,5,5,5,5,5,3,3,2,2,2,3,2,5,3,3,3,2,3,3,2,7,5,6,8,1,15,0,1,5,"Male","Switzerland",3,2,0,0,0,0,-3.1
568,"English",0,0,0,0,0,0,1,3,5,3,4,5,4,5,5,6,5,6,4,3,3,4,3,4,5,2,5,5,4,3,1,2,3,2,2,2,4,2,2,3,3,2,2,1,4,6,7,5,1,15,0,1,6,"Male","Germany",3,4,0,0,0,0,-3.3
569,"English",0,0,0,0,0,0,1,3,4,5,4,5,3,4,4,6,6,4,5,4,3,6,5,5,3,4,6,4,4,3,1,2,3,2,2,3,4,4,2,1,3,2,2,3,5,7,7,9,1,6,3,1,3,"Male","Germany",2,3,0,0,1,0,NA
570,"English",1,0,0,0,0,0,1,2,3,4,1,5,1,5,4,5,4,5,3,5,3,5,5,5,6,5,5,5,5,3,1,3,3,1,2,1,5,3,2,3,3,1,1,3,5,5,8,8,1,9,0,1,5,"Male","Germany",4,2,0,0,1,1,-2.2
571,"English",0,0,0,0,0,0,1,3,4,5,5,5,4,2,4,6,4,4,4,5,4,6,4,5,5,5,4,5,4,3,1,1,2,2,2,1,4,3,2,2,2,1,1,2,4,6,8,8,1,12,0,1,5,"Male","Germany",2,1,0,0,1,0,-2.7
572,"English",1,0,0,0,0,0,1,3,3,5,5,4,3,6,5,6,5,6,4,5,5,4,4,5,5,6,5,6,6,4,1,2,3,3,2,2,6,2,2,2,2,1,1,3,6,7,8,8,1,6,0,1,3,"Male","Germany",4,3,0,0,1,0,-3.1
573,"English",0,0,0,0,0,0,1,2,4,4,3,5,5,6,5,6,6,6,2,5,4,6,5,5,4,5,5,4,6,3,2,1,4,3,2,3,4,2,3,3,3,3,3,2,3,9,8,6,1,1,0,1,3,"Male","Germany",3,3,0,0,0,0,-2
574,"English",1,0,0,0,0,0,1,3,1,2,5,5,3,6,4,3,6,5,3,3,3,6,5,5,4,3,6,5,5,4,1,2,2,1,2,2,5,4,1,3,3,1,2,1,4,7,8,7,1,3,0,1,2,"Male","Germany",2,3,0,0,1,0,-3.8
575,"English",1,0,0,0,0,0,1,1,5,5,5,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,1,5,5,5,5,1,7,5,1,1,1,1,1,1,7,1,6,10,1,15,0,1,4,"Male","Germany",3,5,0,0,1,0,-3.1
576,"English",1,0,0,1,0,0,0,3,1,1,5,4,3,5,2,5,3,4,4,3,3,3,2,2,3,3,3,3,3,4,3,3,3,2,3,2,4,4,2,3,3,2,2,3,4,4,4,4,1,20,3,1,7,"Male","Germany",2,4,0,3,1,1,-2.5
577,"English",0,0,0,0,0,1,0,3,2,4,5,5,1,6,6,6,6,6,4,5,4,6,6,5,5,2,3,3,5,3,1,2,1,2,2,3,4,2,3,3,3,2,2,1,3,7,8,6,1,1,0,0,2,"Male","Germany",0,3,0,1,2,0,-2.5
578,"English",1,0,0,0,0,1,0,3,5,4,5,5,5,2,5,3,6,6,3,5,4,4,4,5,3,4,4,4,3,4,3,2,2,2,4,2,5,2,3,4,3,2,3,1,4,7,8,6,1,12,3,1,5,"Male","Germany",1,3,0,1,1,2,-3.1
579,"English",1,0,0,0,0,0,1,2,1,4,5,5,2,5,4,5,2,5,4,5,4,3,4,4,4,3,3,4,3,4,2,1,2,2,3,2,6,4,2,2,2,1,1,1,6,8,10,9,1,18,0,1,6,"Male","Germany",0,5,0,0,3,1,-3.1
580,"English",0,0,0,0,0,0,1,3,1,5,5,5,1,6,6,1,6,6,6,6,4,6,4,6,3,2,2,2,1,4,1,2,3,2,2,1,6,4,2,3,3,2,2,1,6,4,8,7,1,8,0,1,4,"Male","Austria",3,2,0,0,0,0,-2.5
581,"English",1,0,0,0,0,0,1,3,5,5,5,4,2,2,4,3,4,5,5,5,5,5,5,4,4,3,4,3,2,4,4,3,2,1,3,1,5,3,2,3,4,1,1,4,4,8,7,7,1,7,0,1,3,"Male","Germany",3,3,0,0,0,0,1.4
582,"English",0,0,0,0,0,0,1,3,2,5,3,5,4,6,4,6,6,4,6,4,3,4,2,4,5,5,5,6,6,4,1,2,3,3,1,1,6,4,2,2,2,1,1,2,6,7,8,8,1,13,1,1,5,"Male","Germany",NA,2,0,0,1,0,-4
583,"English",0,0,0,0,0,0,1,3,2,4,3,5,3,5,5,4,5,5,5,2,2,3,4,3,4,2,5,4,2,2,1,2,3,3,3,3,5,3,2,2,1,2,1,1,5,5,8,6,1,25,6,1,8,"Male","Germany",4,3,0,0,2,0,-1.2
584,"English",1,0,0,0,0,0,1,3,5,5,5,5,3,6,2,6,4,6,3,4,4,3,3,4,4,4,4,5,5,4,1,1,3,2,1,2,5,3,1,1,1,1,1,1,6,5,9,7,0,17,2,1,6,"Female","Germany",3,2,0,0,2,1,-0.6
585,"English",1,0,0,0,0,0,1,3,1,5,2,5,5,6,4,6,5,6,5,2,3,6,5,3,6,2,6,3,3,4,1,1,2,1,2,1,6,5,1,2,2,1,1,3,7,9,9,10,1,10,0,1,4,"Male","Germany",2,3,0,0,1,0,1
586,"English",1,0,0,0,0,0,1,2,NA,3,3,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,2,2,3,1,5,2,2,2,2,1,1,3,5,8,7,7,0,32,22,1,9,"Male","Germany",3,5,0,0,1,0,NA
587,"English",0,0,0,0,0,0,1,3,4,4,3,5,3,3,3,4,4,5,1,5,5,5,5,5,2,2,3,2,3,4,2,2,2,2,2,1,6,4,4,3,3,4,3,3,3,7,9,5,0,12,0,1,5,"Male","Finland",4,4,0,0,1,2,-2.3
588,"English",1,0,0,0,0,0,1,2,3,4,4,5,4,6,5,4,4,6,5,5,5,4,5,5,4,5,4,5,4,3,3,3,4,3,3,2,5,3,3,2,2,2,2,3,5,5,7,7,1,14,1,0,6,"Male","Germany",3,5,0,0,1,4,-2.4
589,"English",0,0,0,0,0,0,1,2,1,5,5,5,2,4,4,5,4,6,3,5,6,5,4,5,4,4,5,5,4,4,1,2,1,1,2,1,7,4,2,3,3,1,1,1,6,8,10,9,1,35,15,1,7,"Male","Germany",3,2,0,0,1,2,-1.9
590,"English",1,0,0,0,0,0,1,3,1,5,4,5,1,4,3,5,3,4,2,4,5,5,4,5,3,4,2,2,4,5,1,1,2,1,2,1,7,4,2,2,3,2,2,3,6,4,9,7,0,8,8,1,3,"Male","Australia",3,2,0,0,3,0,-3.1
591,"English",1,0,0,0,0,0,1,3,1,3,4,5,2,6,5,6,6,6,5,5,4,5,4,4,3,4,5,3,4,3,2,1,2,1,2,1,6,3,1,1,2,1,1,2,6,6,8,8,1,7,0,1,5,"Male","Germany",4,3,0,0,0,0,-0.9
592,"English",1,0,0,0,0,0,1,3,1,5,5,5,4,5,5,5,5,5,4,4,3,5,4,4,5,4,5,5,5,3,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,7,7,7,1,5,0,1,4,"Female","Germany",3,3,0,0,0,0,-2.6
593,"English",1,0,0,0,0,1,0,2,1,3,3,5,1,4,4,6,5,6,2,3,3,4,3,3,4,3,3,4,3,5,1,3,3,1,3,1,7,3,3,3,2,2,3,1,7,5,7,4,1,6,2,1,4,"Male","Germany",3,2,1,1,0,0,-2.7
594,"English",1,0,0,0,0,0,1,3,NA,5,5,4,5,6,4,3,4,3,6,5,4,5,5,5,5,5,5,4,4,2,1,2,2,2,2,1,4,3,2,2,2,2,2,2,4,9,9,9,1,32,0.083,0,9,"Male","Germany",3,2,2,0,3,0,1.8
595,"English",0,0,0,0,0,0,1,3,3,5,5,5,4,6,5,6,5,6,6,4,1,4,4,3,5,5,4,5,5,4,1,1,1,2,1,2,5,4,1,1,1,1,2,1,5,6,8,8,0,8,0,0,6,"Female","Germany",3,2,0,0,1,2,-3.6
596,"English",0,0,0,0,0,0,1,3,1,3,5,5,2,5,6,6,6,6,5,4,5,5,4,5,6,5,5,6,5,4,1,2,2,2,2,2,4,2,2,2,2,2,2,1,4,6,8,9,1,9,0,1,5,"Male","Germany",3,3,0,0,1,0,-1.9
597,"English",1,0,0,0,0,0,1,3,5,5,4,5,5,5,2,5,2,6,3,6,4,5,4,5,4,4,3,4,5,5,2,4,4,1,3,1,7,5,2,3,3,1,1,3,7,4,7,6,1,10,1,1,4,"Male","Austria",2,3,0,0,1,0,-2
598,"English",0,0,0,0,0,0,1,2,2,5,4,5,1,5,5,5,3,6,5,5,5,5,5,5,6,5,5,6,5,3,1,2,2,2,2,2,4,2,2,3,2,2,2,2,4,5,7,6,1,10,0,1,3,"Male","Germany",3,3,0,0,0,0,-3.1
599,"English",1,0,0,0,0,0,1,3,4,4,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,3,2,1,2,1,2,2,6,4,1,1,1,1,2,2,6,5,8,8,1,25,1,0,6,"Male","Switzerland",3,2,0,0,1,0,-0.6
600,"English",1,0,0,0,0,0,1,3,NA,5,5,5,4,6,6,6,6,6,6,5,4,5,5,5,5,5,4,5,4,3,2,2,2,3,3,2,5,3,3,3,2,3,3,2,5,7,8,7,1,23,3,1,7,"Male","Germany",3,2,0,0,4,0,-3.5
601,"English",0,0,0,0,0,0,1,3,1,5,5,5,4,5,4,5,6,5,3,6,6,6,6,6,6,4,6,5,4,3,1,2,2,1,2,2,4,3,3,3,3,2,3,1,3,7,8,5,1,2,0,1,3,"Male","Germany",3,5,0,0,1,0,-3.6
602,"English",1,0,0,0,0,0,1,3,2,2,3,5,3,5,2,5,3,5,2,4,4,5,5,5,5,4,5,5,4,NA,1,2,3,1,3,NA,5,NA,3,3,3,1,NA,1,4,5,6,5,1,3,0.5,1,4,"Male","Germany",3,5,0,0,1,1,-1
603,"English",1,0,0,0,0,0,1,3,2,4,5,5,3,6,4,6,3,6,6,3,2,3,3,3,5,5,4,5,4,4,1,2,4,1,2,1,5,4,2,2,2,1,1,1,6,7,7,8,1,32,3,1,8,"Male","Germany",1,3,0,0,2,0,NA
604,"English",1,0,0,0,0,0,1,3,4,5,5,5,2,6,6,6,6,6,6,5,2,2,2,2,5,3,3,6,5,1,2,3,3,2,3,2,4,2,2,3,3,1,2,2,4,6,5,6,1,2,0,0,2,"Female","Germany",2,2,0,0,1,0,-2.6
605,"English",1,0,0,0,0,0,1,3,2,5,4,5,3,5,3,5,3,6,4,3,3,3,2,2,4,4,3,3,3,4,1,2,3,3,3,2,6,4,2,4,1,2,1,2,6,6,8,9,1,34,2.5,1,9,"Male","Germany",2,2,0,0,2,1,-1
606,"English",1,0,0,0,0,0,1,3,3,5,5,5,5,6,4,6,4,6,5,5,5,5,5,5,5,3,3,4,5,3,3,2,3,2,2,3,4,2,2,3,2,2,2,2,4,6,6,6,1,32,NA,1,9,"Male","Switzerland",2,3,0,0,0,0,-2.6
607,"English",1,0,0,0,0,0,1,2,2,3,5,5,3,3,5,4,6,2,3,3,2,4,1,4,1,1,2,2,1,2,2,2,4,4,2,3,4,1,2,4,3,3,4,3,3,4,3,2,1,4,1,0,3,"Male","Germany",1,2,2,0,0,0,2.2
608,"English",0,0,0,0,0,0,1,2,5,3,5,5,1,5,4,5,4,5,2,4,3,5,5,5,3,3,3,3,4,4,1,3,3,2,2,2,5,4,2,3,3,2,2,1,5,7,8,8,1,10,0,1,6,"Male","Germany",1,3,0,0,1,1,-3.6
609,"English",0,0,0,0,0,0,1,4,1,2,4,5,1,6,5,6,6,6,3,5,5,4,5,5,5,4,4,5,3,4,1,2,2,2,2,2,5,3,2,3,3,2,3,3,5,8,9,8,1,5,0,1,2,"Male","Germany",3,2,0,0,3,0,-3.4
610,"English",0,0,0,0,0,0,1,3,5,5,5,5,3,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,6,1,1,2,1,1,1,2,6,7,8,9,1,9,0,1,5,"Male","Germany",3,4,0,0,1,0,-2
611,"English",1,0,0,0,0,0,1,3,1,1,5,1,3,6,3,5,3,6,5,5,5,5,4,5,3,3,4,4,2,3,1,1,2,2,1,2,4,2,2,3,1,2,4,1,2,8,7,4,1,13,1,1,5,"Male","Germany",3,2,0,0,1,3,-3.9
612,"English",0,0,0,0,0,0,1,3,NA,3,4,5,2,6,5,6,2,6,5,4,3,4,4,4,5,5,5,5,5,2,1,1,3,2,4,4,4,2,2,2,1,2,3,1,5,6,7,7,1,3,0,1,4,"Female","Germany",3,2,0,0,1,0,-2.1
613,"English",0,0,0,0,0,0,1,3,1,5,5,5,3,5,2,5,4,6,3,6,6,6,5,6,5,6,4,5,5,3,1,2,2,2,2,1,6,1,3,3,3,2,1,1,4,7,8,6,1,5,0,1,2,"NB","Germany",2,4,0,0,2,0,-3.1
614,"English",0,0,0,0,0,0,1,3,1,3,4,3,3,3,6,6,6,6,3,6,1,6,5,4,5,6,6,4,1,5,1,1,3,3,3,1,7,5,3,3,2,3,1,1,7,4,8,8,1,8,2,1,5,"Male","Germany",2,2,1,0,1,2,-3.1
615,"English",1,0,0,0,0,0,1,3,4,5,5,4,4,6,4,6,4,6,4,5,5,5,5,5,4,3,4,4,5,4,1,1,3,1,2,2,4,2,3,3,3,3,4,2,4,5,7,6,1,8,0,1,6,"Male","Austria",4,3,0,0,0,0,-4.1
616,"English",1,0,0,0,0,1,0,3,4,4,5,5,4,5,3,5,5,5,2,6,2,5,6,6,6,3,3,4,4,3,1,3,3,4,4,4,4,3,3,3,3,4,3,1,4,8,8,6,1,1,0,1,3,"Male","Germany",3,4,0,1,1,0,-3.4
617,"English",0,0,0,0,0,0,1,3,3,2,1,5,1,5,4,4,5,6,3,4,2,4,5,3,5,2,4,4,4,4,1,2,2,2,2,2,6,2,3,4,4,3,4,1,2,4,10,3,1,15,5,1,5,"Male","Germany",2,3,0,0,0,0,-2.5
618,"English",0,0,0,0,0,0,1,2,2,3,4,5,3,6,4,4,4,5,3,3,5,5,4,5,4,3,5,4,5,2,2,2,2,1,2,2,6,2,2,2,2,1,2,2,6,4,6,6,1,8,0,1,5,"Male","Germany",3,4,0,0,0,0,-2.5
619,"English",0,0,0,0,0,0,1,3,2,4,4,4,3,5,3,5,5,6,4,4,5,5,5,5,5,4,4,5,5,2,1,1,2,1,2,2,4,2,2,2,2,2,2,2,4,9,8,7,1,3,0.5,1,5,"Male","Germany",4,4,0,0,0,0,NA
620,"English",1,0,0,0,0,0,1,3,2,4,1,5,3,5,5,5,5,5,5,5,5,5,5,5,2,4,5,2,4,4,2,2,2,2,2,2,6,4,2,2,2,2,2,2,6,8,9,9,1,4,2,1,3,"Male","Germany",3,3,0,0,0,0,-0.8
621,"English",0,0,0,0,0,0,1,2,NA,4,5,4,NA,6,3,6,5,4,6,5,5,5,5,5,5,5,5,4,5,NA,1,2,3,NA,2,NA,NA,NA,2,2,2,2,NA,1,NA,8,8,8,1,30,0,1,9,"Male","Germany",2,3,0,0,1,0,NA
622,"English",1,0,0,0,0,0,1,3,1,3,3,5,1,5,3,3,4,6,2,5,6,6,5,6,6,5,6,4,6,4,1,1,1,2,2,1,6,4,2,2,1,2,1,1,6,7,9,9,1,15,0,1,6,"Male","Germany",3,4,0,0,1,2,-4.1
623,"English",0,0,0,0,0,0,1,3,3,4,1,5,3,5,5,5,6,5,5,4,5,5,6,5,6,5,5,6,6,3,1,3,2,4,4,3,5,4,2,5,2,2,2,1,6,6,6,8,1,5,0,1,4,"Male","Germany",3,5,0,0,0,0,-2
624,"English",1,0,0,0,0,0,1,3,1,4,5,5,2,4,3,2,4,5,2,4,4,4,5,4,5,3,4,4,4,1,1,2,2,1,1,3,4,1,1,4,4,2,4,3,3,7,6,5,1,14,0,1,5,"Male","Germany",2,3,0,0,1,2,NA
625,"English",1,0,0,0,0,0,1,3,2,3,2,1,4,3,4,5,6,6,2,5,2,4,1,1,4,3,4,5,4,4,1,2,3,3,4,2,6,3,3,3,3,3,3,2,4,6,9,6,1,11,0,1,5,"Female","Germany",3,2,0,0,1,2,-3.8
626,"English",1,0,0,0,0,0,1,3,5,5,5,5,3,2,3,6,3,5,1,4,3,5,4,5,3,3,3,4,3,3,1,3,3,2,3,2,5,2,3,4,4,3,4,3,3,6,7,3,1,15,0,1,6,"Male","United States",2,4,0,0,1,2,-2.8
627,"English",1,0,0,0,0,0,1,3,NA,1,3,5,3,6,5,6,5,5,6,2,3,4,2,3,6,3,5,5,6,5,1,1,2,1,1,1,6,5,1,1,1,1,1,1,6,6,9,9,1,11,0,1,5,"Female","Germany",3,3,0,0,1,0,-3.1
628,"English",0,0,0,0,0,0,1,3,1,4,4,5,2,4,3,5,3,4,3,2,4,3,3,2,3,2,4,3,5,4,1,2,2,2,2,1,6,4,2,3,3,3,2,1,6,6,9,8,1,9,0,1,5,"Male","Germany",3,2,0,0,0,0,NA
629,"English",1,0,0,0,0,0,1,3,4,5,5,5,5,5,4,5,6,5,4,4,4,5,4,4,5,5,6,5,5,2,1,2,2,2,1,2,4,2,2,2,2,2,2,2,4,7,7,8,1,30,15,1,8,"Male","Austria",3,4,0,0,2,0,-2.5
630,"English",1,0,0,0,0,0,1,3,4,5,3,5,1,6,6,6,3,4,3,3,5,4,4,4,4,3,2,3,3,2,2,3,4,3,4,3,4,3,4,2,3,3,2,1,3,6,6,8,1,10,1,1,4,"Male","United States",3,5,0,0,1,0,-2.4
631,"English",0,0,0,0,0,0,1,3,3,5,4,5,3,4,4,5,5,4,5,6,5,6,5,5,4,5,5,5,5,4,2,2,2,2,2,2,7,4,2,3,2,3,2,3,6,8,9,8,0,20,0,1,6,"Male","United States",4,3,0,0,1,2,-3.6
632,"English",1,0,0,0,0,0,1,2,1,5,5,4,5,5,3,6,4,6,3,5,3,3,5,5,3,3,2,3,3,4,1,2,2,1,2,1,6,3,2,4,3,3,2,2,6,5,9,7,1,13,5,1,5,"Male","Germany",3,2,0,0,1,1,-3.5
633,"English",0,0,0,0,0,0,1,3,3,5,4,5,4,5,3,6,4,4,5,5,4,5,5,5,5,5,5,5,5,3,4,2,3,3,3,2,5,3,3,3,2,2,3,3,5,7,7,7,1,20,20,1,5,"Male","Germany",3,5,NA,0,1,2,-1.7
634,"English",0,0,0,0,0,0,1,3,NA,4,2,4,4,6,5,5,5,5,5,2,2,4,2,2,4,3,5,5,4,4,3,3,2,2,2,1,6,4,2,2,2,2,1,2,6,8,8,9,1,6,0,1,3,"Male","Germany",2,4,0,0,1,0,-1.1
635,"English",1,0,0,0,0,0,1,3,1,4,5,5,3,5,6,6,6,6,4,5,5,5,2,5,4,4,5,4,4,4,1,1,1,1,2,1,6,4,2,2,1,1,1,1,6,8,10,9,1,6,0.5,1,3,"Male","Germany",2,2,0,0,1,1,-4.1
636,"English",1,0,0,0,0,0,1,3,4,4,4,4,3,6,5,6,5,6,5,5,4,5,4,4,3,3,3,3,3,3,1,2,2,1,2,2,6,2,2,2,2,2,2,2,4,5,7,5,1,8,2,1,5,"Male","Germany",2,2,1,0,1,0,-2.7
637,"English",0,0,0,0,0,0,1,3,3,5,2,4,1,5,2,3,3,5,2,3,5,2,4,4,2,3,5,4,5,3,1,3,3,3,3,3,4,3,4,4,4,3,3,5,4,6,5,4,1,8,2,1,5,"Male","Germany",3,5,0,0,0,0,-2.5
638,"English",1,0,0,0,0,0,1,3,1,5,5,3,5,6,5,5,5,6,4,5,3,5,4,5,4,1,4,3,5,3,1,2,3,1,2,2,6,4,3,2,3,1,1,2,6,5,8,9,1,10,0,1,3,"Male","Germany",2,2,0,0,0,0,-3
639,"English",0,0,0,0,0,0,1,3,5,5,5,5,5,6,4,5,5,6,5,3,4,4,3,4,5,6,6,6,6,4,2,3,3,3,3,3,6,4,2,3,3,2,2,1,6,8,8,9,1,20,0,1,6,"Male","Germany",3,4,0,0,0,0,-3.1
640,"English",0,0,0,0,0,0,1,3,2,5,5,5,4,6,4,5,4,6,6,5,6,6,5,6,3,3,4,4,6,4,2,1,1,2,2,2,6,3,2,3,3,2,3,2,4,7,8,7,1,4,0,1,3,"Male","United States",3,4,0,0,2,0,-2.9
641,"English",1,0,0,0,0,0,1,3,NA,5,5,4,3,5,4,5,4,5,4,5,3,4,3,4,4,5,3,4,6,2,1,2,2,3,2,3,4,3,2,2,3,2,2,1,4,7,7,8,1,9,5,1,3,"Male","Netherlands",2,1,0,0,4,0,-3
642,"English",0,0,0,0,0,0,1,3,5,5,3,5,1,6,6,6,6,6,5,4,2,5,4,5,4,5,5,5,4,4,1,3,4,3,4,2,6,4,1,3,2,3,2,3,6,5,8,9,1,15,5,1,6,"Male","Germany",2,3,0,0,1,2,3.5
643,"English",0,0,0,0,0,0,1,3,1,4,5,5,4,3,2,5,1,5,5,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,3,3,3,2,3,1,2,2,3,3,6,6,6,1,17,NA,0,6,"Female","Germany",1,4,0,0,1,2,NA
644,"English",0,0,0,0,0,0,1,3,5,5,5,5,5,5,6,6,6,5,4,2,2,3,2,2,3,2,4,3,3,3,1,2,2,2,2,1,5,3,1,3,2,2,1,2,5,7,8,8,0,10,0,1,5,"Male","Germany",3,6,0,0,2,0,-1.5
645,"English",0,0,0,0,0,0,1,3,4,5,5,5,3,4,4,6,3,6,2,4,4,4,2,4,1,1,2,2,1,2,3,4,4,4,4,4,6,4,4,4,4,4,4,4,6,7,8,4,1,18,0,1,5,"Male","Romania",3,2,0,0,1,2,-0.9
646,"English",1,0,0,0,0,0,1,3,4,4,4,5,3,6,4,3,4,6,5,4,4,4,5,4,4,4,5,4,3,2,3,1,3,3,2,2,5,2,2,3,1,3,2,3,5,7,5,8,1,2,0,0,3,"Male","Germany",2,2,0,0,2,0,-3.4
647,"English",1,0,0,0,0,0,1,3,2,5,5,5,5,3,4,6,5,6,2,3,3,3,4,4,4,5,5,5,4,3,1,2,2,1,1,1,2,2,3,4,3,4,3,2,1,8,6,9,1,5,1,1,2,"Male","Germany",1,2,0,0,1,0,-3.3
648,"English",1,0,0,0,0,1,0,3,4,3,2,5,4,6,5,6,6,5,6,3,2,2,3,2,6,4,4,5,4,3,1,2,4,3,4,1,4,3,1,1,1,2,2,1,6,5,6,9,1,7,0,1,6,"Male","Germany",4,2,0,1,NA,0,-0.5
649,"English",0,0,0,0,0,0,1,3,1,5,5,5,5,4,4,5,4,4,3,5,4,5,5,5,5,5,5,5,4,3,1,1,2,1,2,1,4,3,2,2,2,1,1,1,4,8,8,8,0,8,2,1,6,"Male","Germany",1,3,0,0,1,0,-3.1
650,"English",0,0,0,0,0,0,1,3,1,1,5,4,1,3,3,5,5,5,3,5,6,5,5,4,6,4,6,3,2,4,1,1,2,3,2,2,6,3,3,3,2,3,2,1,5,7,9,7,1,0.5,0,1,3,"Male","Germany",3,3,0,0,NA,NA,-3.6
651,"English",0,0,0,0,0,0,1,3,4,5,5,5,5,5,5,6,5,6,4,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,8,8,8,0,12,0,1,5,"Male","Australia",2,3,0,0,1,3,-1
652,"English",1,0,0,0,0,0,1,3,2,5,4,5,3,6,3,6,2,6,3,6,4,6,4,6,6,6,6,5,3,3,1,2,3,1,4,2,6,3,2,3,3,1,2,3,5,7,8,7,1,2,0,1,2,"Female","Germany",2,6,0,0,1,0,-3.8
653,"English",0,0,0,0,0,0,1,3,3,5,5,5,5,4,5,5,5,6,4,5,5,5,5,5,3,4,4,4,4,3,1,2,2,2,2,2,5,3,3,2,3,2,2,1,5,9,7,6,1,10,1,1,4,"Male","Germany",4,4,0,0,1,1,-3
654,"English",1,0,0,0,0,0,1,3,5,5,5,5,5,4,4,6,6,6,4,6,6,6,6,6,6,6,6,6,6,4,1,2,2,1,1,1,6,4,1,1,2,1,1,1,6,9,9,9,1,9,0,1,5,"Male","Germany",3,3,0,0,NA,NA,-3.1
655,"English",0,0,0,0,0,0,1,3,1,5,5,5,3,4,5,5,6,6,5,6,6,5,6,6,5,4,4,5,6,4,2,2,2,1,2,NA,7,4,2,2,2,1,1,1,7,7,9,9,1,14,1,1,6,"Male","Austria",2,2,0,0,1,1,-2
656,"English",1,0,0,0,0,0,1,3,1,5,4,4,1,5,4,5,4,6,5,5,5,5,4,4,5,5,6,5,5,4,1,2,3,2,2,1,6,4,2,2,2,2,1,2,6,8,9,9,1,8,1,1,4,"Male","Germany",2,1,0,0,1,1,-1.9
657,"English",0,0,0,0,0,0,1,2,1,3,4,4,2,5,5,5,5,6,3,5,4,5,5,6,4,3,3,4,3,3,2,3,3,3,2,3,4,2,4,4,4,4,3,2,2,7,7,4,1,1,0,1,3,"Male",NA,3,3,0,0,0,0,-3.1
658,"English",0,0,0,0,0,0,1,3,2,5,5,5,4,6,6,6,6,6,5,4,4,5,5,5,5,4,5,5,4,3,1,2,2,2,2,1,5,3,2,2,2,2,1,1,5,6,8,8,1,8,0,1,4,"Male","Germany",3,2,0,0,1,0,-3.7
659,"English",0,0,0,0,0,0,1,3,NA,2,2,5,1,6,4,3,3,5,1,5,5,5,5,6,3,1,3,2,2,1,3,3,2,1,2,1,5,3,2,3,3,3,3,1,2,5,7,4,1,1,0.5,1,2,"Male","Germany",2,1,0,0,0,0,NA
660,"English",0,0,0,0,0,0,1,3,2,3,3,4,2,5,4,5,5,5,4,3,3,4,3,4,4,5,3,4,4,3,1,3,3,3,3,3,5,4,2,3,3,3,2,3,6,5,6,7,0,5,0,1,4,"Male","Austria",4,2,0,0,1,0,-2.2
